"state","year","high_sch_grads","unemployment_percent","total_labor_force","total_checked_firearm","white","black","american_indian_alaskan_native","asian","native_hawaiian_pacific_islander","two_or_more_race","hispanic_latino","population","shootings_count_per_mil"
"Arkansas",2016,1.03482334302088,4.2,44.9387411989043,8.89139201454635,57.7818481423484,11.2098843010012,0.573765423329985,1.18737288234734,0.183132981150238,0.967439497428818,4.48366626947188,2991815,5.01367898750424
"Arkansas",2017,1.03100848742699,3.8,44.6362091379244,7.91080128701286,57.6382681587493,11.2389246484934,0.583416975852696,1.21334085699876,0.199243971496627,1.00008156185968,4.6251899642293,3003855,3.9948665964236
"Arkansas",2018,1.02949344341156,3.8,44.5301894553445,8.24786590092628,57.5419441391081,11.2807715125453,0.594423737642178,1.21782998983122,0.212405644983784,1.03301251161541,4.76010412458033,3012161,6.63975132803326
"Arkansas",2019,1.02582435861151,3.7,44.804029149433,7.32688179517608,57.4287194408446,11.3234259686824,0.601393254186962,1.24313758591982,0.225125248884056,1.06313007181433,4.90022294053099,3020985,6.95137513095894
"Arkansas",2020,1.01221055704757,3.5,44.9816285940359,10.7737223371414,57.1523076642354,11.3712616469737,0.611008909509836,1.2951053266295,0.238571160790858,1.10779163259179,5.11121543231277,3014195,3.64939892740848
"Arkansas",2021,1.00755517776364,4.9,44.0517257891195,9.53416011640218,57.0370348354525,11.3375881156704,0.622597108042543,1.32702711449539,0.245994051758813,1.15180299869028,5.30398048691565,3028122,4.29308990853077
"Arkansas",2022,0.992239061976197,3.2,44.6253115522303,7.8587829081404,56.8778222749461,11.2789212897006,0.630771165440924,1.35580832515497,0.258172592465878,1.19213156393884,5.51726945791636,3045637,5.25341660874228
"California",2015,1.09095920923489,6.8,48.3090659190954,4.52669545800289,32.0761953898356,4.45573671349817,0.335417970293049,11.3949626539958,0.282516357576551,1.57317844795341,26.4428869243643,38904296,4.88377941603159
"California",2016,1.07843877009346,5.7,48.3211221811866,6.07207260963229,31.7543128482927,4.45501727673214,0.333899662690305,11.6170231483229,0.284368620078078,1.60893000431733,26.7312965332153,39149186,3.55052082053507
"California",2017,1.08328417576129,5.2,48.5734949235195,3.99135335149145,31.4217361246954,4.461641650642,0.332802164636367,11.8268707808536,0.286627729548067,1.64558324776039,27.0186386955951,39337785,4.06733627732217
"California",2018,1.06629577059762,4.4,48.6769496303553,3.28908581163043,31.1121255441812,4.47351037768327,0.331271309211751,12.0172030335724,0.288512473533097,1.68385324380526,27.3373010834901,39437463,2.94136567557604
"California",2019,1.06413649305828,4.3,49.1081482878907,3.14580929219595,30.7846520111132,4.48721917986409,0.329512868553647,12.2009244475007,0.290702200260107,1.72058093784081,27.66703154679,39437610,3.42312832851686
"California",2020,1.07813209740868,4.3,49.5942005262413,4.05313164995905,30.3481198622245,4.50535070013399,0.328292590692344,12.3413949284603,0.291683996110239,1.75951877254352,28.1019176589901,39501653,3.72136325535542
"California",2021,1.09518968542797,8.7,47.8521812500225,3.77097652041971,29.8783861458109,4.49608973417489,0.328559460364181,12.4924510750852,0.294374540770275,1.78900227629514,28.6153452095677,39142991,3.57663010473574
"California",2022,1.10534786879061,5.2,49.1937604277315,3.66901650558188,29.484632356856,4.49200757727353,0.328857709156357,12.7669433935115,0.296576867731975,1.83427125161372,29.0027820607378,39029342,3.27958385770378
"Colorado",2015,0.980322415520299,4.1,51.5689558823745,8.3248018821017,55.6922502643772,2.98007380560905,0.503160059314365,2.40218410040614,0.0958138197776151,1.20141289632747,14.055131997929,5454328,5.31687863289483
"Colorado",2016,0.98541733858312,3.3,51.6365900627795,9.74980536970376,55.6482469564439,3.01153856421645,0.50647168282513,2.46864810770289,0.0980907832182868,1.24442534818801,14.2206382430674,5543844,5.59178793631278
"Colorado",2017,1.00223928382793,2.6,51.8370440812608,8.84738743989457,55.6054103831634,3.03382993726124,0.509789100727896,2.5253937705577,0.0993872454993137,1.2857857725102,14.4350761675153,5617421,5.51854667827104
"Colorado",2018,1.00629173684058,2.9,52.9499197406425,9.21108869251407,55.5306815419275,3.07063788856017,0.5135896776549,2.59253960968238,0.101278620644866,1.32827700843667,14.6725163700128,5697155,8.07420545868947
"Colorado",2019,1.00720918658133,3,53.5522705099917,8.15379250726667,55.5613402550601,3.10079767494442,0.516819872445639,2.63022259670337,0.105131800268334,1.36935298618422,14.8933591225194,5758486,6.25164322705656
"Colorado",2020,1.03062042070126,3,54.2134172534709,11.7635761595128,55.4521151314681,3.11934677818756,0.511680047848999,2.67721027197696,0.108403566893955,1.42623898742667,15.1492040004391,5784865,7.26032500326283
"Colorado",2021,1.02558860784434,6.3,53.6636313717919,10.8204932564968,55.4004553544587,3.14716318921576,0.512398523083573,2.73078453914849,0.112401758161732,1.48113235307024,15.4135815120101,5811297,7.05522364456678
"Colorado",2022,1.02792398396829,4,54.786790106587,9.0469468277509,55.3310949488059,3.18738627852476,0.518516844220286,2.81051506474568,0.114984333705598,1.53395779330081,15.6886405752402,5839926,6.84940185885917
"Connecticut",2015,1.02157940188282,6,52.9934143518809,8.57586090914993,56.2921739382443,7.54614454094552,0.156051408907359,3.42468750008708,0.0272532639127494,0.871686450362694,10.4430160167265,3588561,0.557326460383424
"Connecticut",2016,1.03273060452591,5.2,52.6815519172698,8.87449962707726,55.9965696695094,7.65771000298897,0.157046563663638,3.50714978085552,0.0266213758753907,0.90247302246196,10.737437252607,3579830,0.838028621470852
"Connecticut",2017,1.01920832909129,4.6,53.8175001762078,5.08426648885528,55.6651648913497,7.76947767530999,0.15917438531445,3.58255643404626,0.0269066523761203,0.933677619147244,11.0613191979244,3575324,1.39847465572351
"Connecticut",2018,1.00963446979923,4.2,53.3845694618164,4.9709600703415,55.2745358101317,7.88152727006197,0.161670202298968,3.66825464721402,0.0265766901166325,0.958803053018259,11.4369848493284,3574561,0.279754632806658
"Connecticut",2019,0.987655151875115,3.7,54.2245392765384,4.84952139947538,54.958718706727,8.02342217742908,0.163711833522059,3.74035830401495,0.0269487961655873,0.990010717825072,11.7021151299684,3566022,1.12169807140842
"Connecticut",2020,0.997675518894123,3.8,54.0250327879151,6.09410451325166,54.2151165214955,8.09259674172352,0.16423145627268,3.79722696798376,0.0271309920992105,1.02386137397348,12.0200024351177,3597362,1.38990738213168
"Connecticut",2021,0.963471699571254,7,50.1390562061956,7.65174817261902,54.065996845465,8.19146895625739,0.165730379717141,3.8826446759978,0.0270467563901412,1.07118954670464,12.2947930854139,3623355,0.551974620206963
"Connecticut",2022,0.957199055210613,4.8,53.9591390999681,6.36207826088155,53.6067045299425,8.33711828206072,0.168578444958297,3.94751537764688,0.0278252332672863,1.10506714319792,12.6475475048984,3626205,0.275770399081133
"Delaware",2015,0.887412227394076,5,48.634436052714,5.3516477100837,52.4014797280442,15.999320641357,0.256564037513335,2.9835520903547,0.0260066980516206,1.05916258432274,5.62763715879478,942065,3.18449363897396
"Delaware",2016,0.898957777405844,4.5,49.3325712192457,6.25586190998001,52.2024991868327,16.1841873958541,0.25621349299834,3.03666674035173,0.0258950366793721,1.09780218507793,5.71827673794118,949989,1.05264376745415
"Delaware",2017,0.916548183501715,4.7,49.1672773508208,5.28622818500494,51.9798693449081,16.3470230974318,0.255652221115683,3.07325495698069,0.0262020038791493,1.13963058306244,5.86549081259617,957942,6.26342722210739
"Delaware",2018,0.898669576053403,4.1,49.4377885903091,4.93523684441848,51.7505442173353,16.5236275640263,0.256880923695817,3.13882842029608,0.0259569693428543,1.18409282460431,6.00764231089417,966985,0
"Delaware",2019,0.899998771332735,3.5,49.4812976364537,4.75361125786859,51.5047078434023,16.7079294089701,0.255869957856713,3.2245348470514,0.0266211240667248,1.22979354294397,6.13627148631879,976668,2.04777877436345
"Delaware",2020,0.926304839967988,3.6,48.6156832783329,7.76695016903299,51.1354541917562,16.8130880120631,0.252591940039149,3.27139824657247,0.0266098452395592,1.28009482781213,6.37729131934435,992114,2.01589736663327
"Delaware",2021,0.922565228944464,5.7,48.8424145134339,6.87375784603411,51.0260179318018,16.9575848894365,0.255073859955195,3.30371902265808,0.027169396710015,1.32264205961941,6.53637962315151,1004807,1.99043199340769
"Delaware",2022,0.919092376639343,4.6,48.7697320099451,5.72694708148893,50.6804818557811,17.1425457287735,0.254419695285527,3.3706927364208,0.0258249246854858,1.37029210641047,6.71899732520552,1018396,1.96387259965672
"District of Columbia",2015,0.583444360087088,7.4,56.9641100479458,0.109598915236613,32.4981462717167,36.6856519953797,0.182418679672798,3.57053177630005,0.0375176879650938,1.50528644902469,7.91711840523239,677014,5.9082973173376
"District of Columbia",2016,0.536667946525184,6.4,57.1075779259311,0.127258659406378,32.6694067274018,36.2511198762028,0.18397966188465,3.68133849930771,0.0402864556063621,1.50805147358256,7.98326294111487,687576,7.27192339465019
"District of Columbia",2017,0.548001015666804,6.3,55.9602283241928,0.220921875425884,32.9015793044978,35.6530608438929,0.177598234920289,3.77460804299082,0.0416021713464328,1.53024262673241,8.01501694929843,697079,2.86911526527122
"District of Columbia",2018,0.558122096664475,5.9,56.0985135206143,0.460699257399378,33.092379858183,35.2156580941196,0.178087814050191,3.82306535425131,0.0400484557911913,1.55109657500494,8.10583585529726,704147,1.42015800677983
"District of Columbia",2019,0.521000264029944,5.9,56.0510156681299,0.836706657084404,33.2789271630336,34.7819211496457,0.177055374280095,3.87093312700405,0.0393927028900689,1.58516801199571,8.20074182530819,708253,1.4119248347695
"District of Columbia",2020,0.567920962096866,5.5,59.9919805386455,1.71196122038911,32.6535175325101,34.6492901733277,0.173506561648491,3.83428632756369,0.0509787320307423,1.5991223310696,8.36975381148005,670868,1.49060619972931
"District of Columbia",2021,0.572675170568982,7.3,55.9327203864885,1.93034894309283,32.974127941315,34.3566226220149,0.178082539986334,3.93501108717073,0.0508380046980297,1.67735510794852,8.28764143058145,668791,10.4666480260649
"District of Columbia",2022,0.616252085804916,6,57.1121295975159,2.39683359556299,33.1750528056588,33.8055947949027,0.18338709413325,4.04687088327977,0.0509077810012757,1.74247510058752,8.46721434706305,671803,4.4655948246733
"Florida",2015,0.816504741479484,5.9,47.424800229842,5.67325635632546,46.4661873610566,11.4434259745644,0.209727321839224,2.14560373104436,0.048810256791211,0.862911331759344,18.5240389649179,20219111,3.0169476788569
"Florida",2016,0.828952515550192,5.1,47.2526494944524,6.95846952260257,46.0849216014728,11.4640753873144,0.209722707893452,2.19803069116819,0.0496043168554276,0.884689500586046,18.9238335701481,20627237,2.90877542154579
"Florida",2017,0.826091742281305,4.7,47.1744482754495,6.08544398128835,45.6988860561158,11.5013193680019,0.210505852361116,2.24483006197857,0.0499545003598926,0.905454517545309,19.3440043087008,20977089,2.71725023429133
"Florida",2018,0.82832563143245,3.9,47.2158548093745,5.66054664222308,45.3495203888266,11.5503766044634,0.210666459153986,2.2802525870944,0.0505812158555621,0.929944427941081,19.7455780368278,21254926,3.01106670519577
"Florida",2019,0.796712980833476,3.5,47.3689301758752,5.56270186528455,45.1271204579031,11.6021612822896,0.211115213919041,2.3162418709499,0.0513585112564382,0.954222341501437,20.0376315788494,21492056,2.93131564518537
"Florida",2020,0.797050357852822,3,48.1115492541271,8.85705998656205,44.7381151352396,11.6650320835002,0.210606013024233,2.34491122161492,0.0527615099157456,0.988851021894707,20.4082548626881,21589602,4.30762920039008
"Florida",2021,0.801490961019044,5.9,46.4828015707665,7.84166936617252,44.6376177388847,11.6662083118759,0.212561175246422,2.38957005312747,0.0533441597605359,1.02224342428091,20.6190707936648,21828069,2.29062863966574
